name,season,episode,character
The Watchers on the Wall,4,9,Goghor the Giant
The Watchers on the Wall,4,9,Tyrion Lannister
The Watchers on the Wall,4,9,Jaime Lannister
The Watchers on the Wall,4,9,Cersei Lannister
The Watchers on the Wall,4,9,Daenerys Targaryen
The Watchers on the Wall,4,9,Jon Snow
The Watchers on the Wall,4,9,Davos Seaworth
The Watchers on the Wall,4,9,Stannis Baratheon
The Watchers on the Wall,4,9,Melisandre
The Watchers on the Wall,4,9,Samwell Tarly
The Watchers on the Wall,4,9,Bran Stark
The Watchers on the Wall,4,9,Brienne of Tarth
The Watchers on the Wall,4,9,Barristan Selmy
The Watchers on the Wall,4,9,Arya Stark
The Watchers on the Wall,4,9,Mance Rayder
The Watchers on the Wall,4,9,Meera Reed
The Watchers on the Wall,4,9,Hodor
The Watchers on the Wall,4,9,Grey Worm
The Watchers on the Wall,4,9,Missandei
The Watchers on the Wall,4,9,Eddison Tollett
The Watchers on the Wall,4,9,Podrick Payne
The Watchers on the Wall,4,9,Holly
The Watchers on the Wall,4,9,Gregor Clegane
The House of Black and White,5,2,Janos Slynt
The House of Black and White,5,2,Tyrion Lannister
The House of Black and White,5,2,Cersei Lannister
The House of Black and White,5,2,Jon Snow
The House of Black and White,5,2,Petyr Baelish
The House of Black and White,5,2,Margaery Tyrell
The House of Black and White,5,2,Stannis Baratheon
The House of Black and White,5,2,Davos Seaworth
The House of Black and White,5,2,Theon Greyjoy
The House of Black and White,5,2,Sansa Stark
The House of Black and White,5,2,Arya Stark
The House of Black and White,5,2,Samwell Tarly
The House of Black and White,5,2,Brienne of Tarth
The House of Black and White,5,2,Tommen Baratheon
The House of Black and White,5,2,Jaqen H'ghar
The House of Black and White,5,2,Roose Bolton
The House of Black and White,5,2,Jorah Mormont
The House of Black and White,5,2,High Sparrow
The House of Black and White,5,2,Alliser Thorne
The House of Black and White,5,2,Mace Tyrell
The House of Black and White,5,2,Eddison Tollett
The House of Black and White,5,2,Podrick Payne
The House of Black and White,5,2,Meryn Trant
The House of Black and White,5,2,Lancel Lannister
The House of Black and White,5,2,Holly
The House of Black and White,5,2,Olyvar Frey
The House of Black and White,5,2,Loras Tyrell
The House of Black and White,5,2,Myranda Royce
The House of Black and White,5,2,Othell Yarwyck
The House of Black and White,5,2,Bowen Marsh
The House of Black and White,5,2,Pate (Night's Watch)
The Wars to Come,5,1,Maester Aemon
The Wars to Come,5,1,Janos Slynt
The Wars to Come,5,1,Shireen Baratheon
The Wars to Come,5,1,Lollys Stokeworth
The Wars to Come,5,1,Ternesio Terys
The Wars to Come,5,1,Tyrion Lannister
The Wars to Come,5,1,Jaime Lannister
The Wars to Come,5,1,Cersei Lannister
The Wars to Come,5,1,Daenerys Targaryen
The Wars to Come,5,1,Jon Snow
The Wars to Come,5,1,Petyr Baelish
The Wars to Come,5,1,Stannis Baratheon
The Wars to Come,5,1,Davos Seaworth
The Wars to Come,5,1,Ellaria Sand
The Wars to Come,5,1,Arya Stark
The Wars to Come,5,1,Sansa Stark
The Wars to Come,5,1,Bronn
The Wars to Come,5,1,Samwell Tarly
The Wars to Come,5,1,Gilly
The Wars to Come,5,1,Brienne of Tarth
The Wars to Come,5,1,Missandei
The Wars to Come,5,1,Daario Naharis
The Wars to Come,5,1,Jaqen H'ghar
The Wars to Come,5,1,Barristan Selmy
The Wars to Come,5,1,Alliser Thorne
The Wars to Come,5,1,Doran Martell
The Wars to Come,5,1,Grey Worm
The Wars to Come,5,1,Eddison Tollett
The Wars to Come,5,1,Podrick Payne
The Wars to Come,5,1,Mace Tyrell
The Wars to Come,5,1,Hizdahr zo Loraq
The Wars to Come,5,1,Kevan Lannister
The Wars to Come,5,1,Meryn Trant
The Wars to Come,5,1,Holly
The Wars to Come,5,1,Myrcella Baratheon
The Wars to Come,5,1,Trystane Martell
The Wars to Come,5,1,Othell Yarwyck
The Wars to Come,5,1,Bowen Marsh
High Sparrow,5,3,Maerie (Whore)
High Sparrow,5,3,Maerie (Whore)
High Sparrow,5,3,Maerie (Whore)
High Sparrow,5,3,Maerie (Whore)
High Sparrow,5,3,Maerie (Whore)
High Sparrow,5,3,Tyrion Lannister
High Sparrow,5,3,Jaime Lannister
High Sparrow,5,3,Cersei Lannister
High Sparrow,5,3,Daenerys Targaryen
High Sparrow,5,3,Jon Snow
High Sparrow,5,3,Petyr Baelish
High Sparrow,5,3,Margaery Tyrell
High Sparrow,5,3,Stannis Baratheon
High Sparrow,5,3,Melisandre
High Sparrow,5,3,Ellaria Sand
High Sparrow,5,3,Samwell Tarly
High Sparrow,5,3,Sansa Stark
High Sparrow,5,3,Bronn
High Sparrow,5,3,Daario Naharis
High Sparrow,5,3,Missandei
High Sparrow,5,3,Tommen Baratheon
High Sparrow,5,3,Jorah Mormont
High Sparrow,5,3,High Sparrow
High Sparrow,5,3,Barristan Selmy
High Sparrow,5,3,Mace Tyrell
High Sparrow,5,3,Grey Worm
High Sparrow,5,3,Meryn Trant
High Sparrow,5,3,Hizdahr zo Loraq
High Sparrow,5,3,Lancel Lannister
High Sparrow,5,3,Eddison Tollett
High Sparrow,5,3,Obara Sand
High Sparrow,5,3,Tyene Sand
High Sparrow,5,3,Nymeria Sand
High Sparrow,5,3,Shireen Baratheon
High Sparrow,5,3,Holly
High Sparrow,5,3,Loras Tyrell
High Sparrow,5,3,Olyvar Frey
High Sparrow,5,3,Amarei Crakehall
Kill the Boy,5,5,Olyvar Frey
Kill the Boy,5,5,Joss
Kill the Boy,5,5,Tyrion Lannister
Kill the Boy,5,5,Jaime Lannister
Kill the Boy,5,5,Cersei Lannister
Kill the Boy,5,5,Petyr Baelish
Kill the Boy,5,5,Margaery Tyrell
Kill the Boy,5,5,Ellaria Sand
Kill the Boy,5,5,Arya Stark
Kill the Boy,5,5,Sansa Stark
Kill the Boy,5,5,Bronn
Kill the Boy,5,5,Theon Greyjoy
Kill the Boy,5,5,Roose Bolton
Kill the Boy,5,5,Jaqen H'ghar
Kill the Boy,5,5,Tommen Baratheon
Kill the Boy,5,5,Jorah Mormont
Kill the Boy,5,5,High Sparrow
Kill the Boy,5,5,Doran Martell
Kill the Boy,5,5,Obara Sand
Kill the Boy,5,5,Tyene Sand
Kill the Boy,5,5,Nymeria Sand
Kill the Boy,5,5,Loras Tyrell
Kill the Boy,5,5,Lancel Lannister
Kill the Boy,5,5,Trystane Martell
Kill the Boy,5,5,Myrcella Baratheon
Kill the Boy,5,5,Myranda Royce
Sons of the Harpy,5,4,Barristan Selmy
Sons of the Harpy,5,4,Pate (Night's Watch)
Sons of the Harpy,5,4,Tyrion Lannister
Sons of the Harpy,5,4,Daenerys Targaryen
Sons of the Harpy,5,4,Jon Snow
Sons of the Harpy,5,4,Stannis Baratheon
Sons of the Harpy,5,4,Davos Seaworth
Sons of the Harpy,5,4,Melisandre
Sons of the Harpy,5,4,Theon Greyjoy
Sons of the Harpy,5,4,Samwell Tarly
Sons of the Harpy,5,4,Sansa Stark
Sons of the Harpy,5,4,Gilly
Sons of the Harpy,5,4,Daario Naharis
Sons of the Harpy,5,4,Missandei
Sons of the Harpy,5,4,Brienne of Tarth
Sons of the Harpy,5,4,Roose Bolton
Sons of the Harpy,5,4,Jorah Mormont
Sons of the Harpy,5,4,Maester Aemon
Sons of the Harpy,5,4,Alliser Thorne
Sons of the Harpy,5,4,Grey Worm
Sons of the Harpy,5,4,Hizdahr zo Loraq
Sons of the Harpy,5,4,Eddison Tollett
Sons of the Harpy,5,4,Podrick Payne
Sons of the Harpy,5,4,Myranda Royce
Sons of the Harpy,5,4,Shireen Baratheon
Sons of the Harpy,5,4,Holly
Sons of the Harpy,5,4,Othell Yarwyck
Sons of the Harpy,5,4,Bowen Marsh
"Unbowed, Unbent, Unbroken",5,6,Maester Aemon
"Unbowed, Unbent, Unbroken",5,6,Tyrion Lannister
"Unbowed, Unbent, Unbroken",5,6,Jaime Lannister
"Unbowed, Unbent, Unbroken",5,6,Cersei Lannister
"Unbowed, Unbent, Unbroken",5,6,Daenerys Targaryen
"Unbowed, Unbent, Unbroken",5,6,Jon Snow
"Unbowed, Unbent, Unbroken",5,6,Petyr Baelish
"Unbowed, Unbent, Unbroken",5,6,Margaery Tyrell
"Unbowed, Unbent, Unbroken",5,6,Stannis Baratheon
"Unbowed, Unbent, Unbroken",5,6,Davos Seaworth
"Unbowed, Unbent, Unbroken",5,6,Melisandre
"Unbowed, Unbent, Unbroken",5,6,Samwell Tarly
"Unbowed, Unbent, Unbroken",5,6,Tommen Baratheon
"Unbowed, Unbent, Unbroken",5,6,Gilly
"Unbowed, Unbent, Unbroken",5,6,Theon Greyjoy
"Unbowed, Unbent, Unbroken",5,6,Sansa Stark
"Unbowed, Unbent, Unbroken",5,6,Brienne of Tarth
"Unbowed, Unbent, Unbroken",5,6,Bronn
"Unbowed, Unbent, Unbroken",5,6,Daario Naharis
"Unbowed, Unbent, Unbroken",5,6,Jorah Mormont
"Unbowed, Unbent, Unbroken",5,6,High Sparrow
"Unbowed, Unbent, Unbroken",5,6,Alliser Thorne
"Unbowed, Unbent, Unbroken",5,6,Eddison Tollett
"Unbowed, Unbent, Unbroken",5,6,Obara Sand
"Unbowed, Unbent, Unbroken",5,6,Tyene Sand
"Unbowed, Unbent, Unbroken",5,6,Nymeria Sand
"Unbowed, Unbent, Unbroken",5,6,Podrick Payne
"Unbowed, Unbent, Unbroken",5,6,Hizdahr zo Loraq
"Unbowed, Unbent, Unbroken",5,6,Myrcella Baratheon
"Unbowed, Unbent, Unbroken",5,6,Holly
"Unbowed, Unbent, Unbroken",5,6,Lancel Lannister
"Unbowed, Unbent, Unbroken",5,6,Othell Yarwyck
"Unbowed, Unbent, Unbroken",5,6,Bowen Marsh
The Gift,5,7,Tyrion Lannister
The Gift,5,7,Cersei Lannister
The Gift,5,7,Daenerys Targaryen
The Gift,5,7,Jon Snow
The Gift,5,7,Sansa Stark
The Gift,5,7,Arya Stark
The Gift,5,7,Samwell Tarly
The Gift,5,7,Gilly
The Gift,5,7,Theon Greyjoy
The Gift,5,7,Missandei
The Gift,5,7,Jaqen H'ghar
The Gift,5,7,Roose Bolton
The Gift,5,7,Jorah Mormont
The Gift,5,7,Eddison Tollett
The Gift,5,7,Holly
Hardhome,5,8,Tycho Nestoris
Hardhome,5,8,Shireen Baratheon
Hardhome,5,8,Brusco
Hardhome,5,8,Sailor's Wife
Hardhome,5,8,Belaquo Bonebreaker
Hardhome,5,8,Tyrion Lannister
Hardhome,5,8,Jaime Lannister
Hardhome,5,8,Daenerys Targaryen
Hardhome,5,8,Jon Snow
Hardhome,5,8,Stannis Baratheon
Hardhome,5,8,Davos Seaworth
Hardhome,5,8,Melisandre
Hardhome,5,8,Ellaria Sand
Hardhome,5,8,Arya Stark
Hardhome,5,8,Bronn
Hardhome,5,8,Samwell Tarly
Hardhome,5,8,Jaqen H'ghar
Hardhome,5,8,Daario Naharis
Hardhome,5,8,Missandei
Hardhome,5,8,Jorah Mormont
Hardhome,5,8,Alliser Thorne
Hardhome,5,8,Doran Martell
Hardhome,5,8,Hizdahr zo Loraq
Hardhome,5,8,Meryn Trant
Hardhome,5,8,Mace Tyrell
Hardhome,5,8,Eddison Tollett
Hardhome,5,8,Obara Sand
Hardhome,5,8,Tyene Sand
Hardhome,5,8,Nymeria Sand
Hardhome,5,8,Myrcella Baratheon
Hardhome,5,8,Trystane Martell
Hardhome,5,8,Holly
Hardhome,5,8,Othell Yarwyck
Hardhome,5,8,Bowen Marsh
The Dance of Dragons,5,9,Meryn Trant
The Dance of Dragons,5,9,Myranda Royce
The Dance of Dragons,5,9,Myrcella Baratheon
The Dance of Dragons,5,9,Bowen Marsh
The Dance of Dragons,5,9,Tyrion Lannister
The Dance of Dragons,5,9,Jaime Lannister
The Dance of Dragons,5,9,Cersei Lannister
The Dance of Dragons,5,9,Daenerys Targaryen
The Dance of Dragons,5,9,Jon Snow
The Dance of Dragons,5,9,Stannis Baratheon
The Dance of Dragons,5,9,Davos Seaworth
The Dance of Dragons,5,9,Melisandre
The Dance of Dragons,5,9,Ellaria Sand
The Dance of Dragons,5,9,Arya Stark
The Dance of Dragons,5,9,Sansa Stark
The Dance of Dragons,5,9,Samwell Tarly
The Dance of Dragons,5,9,Gilly
The Dance of Dragons,5,9,Bronn
The Dance of Dragons,5,9,Missandei
The Dance of Dragons,5,9,Theon Greyjoy
The Dance of Dragons,5,9,Daario Naharis
The Dance of Dragons,5,9,Brienne of Tarth
The Dance of Dragons,5,9,Jaqen H'ghar
The Dance of Dragons,5,9,Jorah Mormont
The Dance of Dragons,5,9,High Sparrow
The Dance of Dragons,5,9,Alliser Thorne
The Dance of Dragons,5,9,Doran Martell
The Dance of Dragons,5,9,Grey Worm
The Dance of Dragons,5,9,Podrick Payne
The Dance of Dragons,5,9,Obara Sand
The Dance of Dragons,5,9,Tyene Sand
The Dance of Dragons,5,9,Nymeria Sand
The Dance of Dragons,5,9,Holly
The Dance of Dragons,5,9,Kevan Lannister
The Dance of Dragons,5,9,Trystane Martell
The Dance of Dragons,5,9,Gregor Clegane
The Dance of Dragons,5,9,Othell Yarwyck
Mother's Mercy,5,10,Theon Greyjoy
Mother's Mercy,5,10,Grey Worm
Mother's Mercy,5,10,Mace Tyrell
Mother's Mercy,5,10,Talla Tarly
Mother's Mercy,5,10,Gregor Clegane
Mother's Mercy,5,10,Walder Frey
Mother's Mercy,5,10,Samwell Tarly
Mother's Mercy,5,10,Obara Sand
Mother's Mercy,5,10,Brienne of Tarth
Mother's Mercy,5,10,Daenerys Targaryen
Mother's Mercy,5,10,Jaime Lannister
Mother's Mercy,5,10,Eddison Tollett
Mother's Mercy,5,10,Davos Seaworth
Mother's Mercy,5,10,Tyrion Lannister
Mother's Mercy,5,10,Margaery Tyrell
Mother's Mercy,5,10,Missandei
Mother's Mercy,5,10,Randyll Tarly
Mother's Mercy,5,10,Bronn
Mother's Mercy,5,10,Othell Yarwyck
Mother's Mercy,5,10,Kevan Lannister
Mother's Mercy,5,10,Amarei Crakehall
Mother's Mercy,5,10,Petyr Baelish
Mother's Mercy,5,10,Jorah Mormont
Mother's Mercy,5,10,Jon Snow
Mother's Mercy,5,10,Cersei Lannister
Mother's Mercy,5,10,Nymeria Sand
Mother's Mercy,5,10,Daario Naharis
Mother's Mercy,5,10,Loras Tyrell
Mother's Mercy,5,10,Meera Reed
Mother's Mercy,5,10,Tyene Sand
Mother's Mercy,5,10,Roose Bolton
Mother's Mercy,5,10,Edmure Tully
Mother's Mercy,5,10,Gilly
Mother's Mercy,5,10,Hodor
Mother's Mercy,5,10,Holly
Mother's Mercy,5,10,Areo Hotah
Mother's Mercy,5,10,Rickon Stark
Mother's Mercy,5,10,Podrick Payne
Mother's Mercy,5,10,High Sparrow
Mother's Mercy,5,10,Brynden Tully
Mother's Mercy,5,10,Trystane Martell
Mother's Mercy,5,10,Doran Martell
Mother's Mercy,5,10,Lancel Lannister
Mother's Mercy,5,10,Melessa Florent
Mother's Mercy,5,10,Dickon Tarly
Mother's Mercy,5,10,Alliser Thorne
Mother's Mercy,5,10,Osha
Mother's Mercy,5,10,Sansa Stark
Mother's Mercy,5,10,Melisandre
Mother's Mercy,5,10,Ellaria Sand
Mother's Mercy,5,10,Arya Stark
Mother's Mercy,5,10,Jaqen H'ghar
Mother's Mercy,5,10,Bran Stark
Mother's Mercy,5,10,Euron Greyjoy
Mother's Mercy,5,10,Tommen Baratheon
